
Histogram for surgery.txt:
"slack" appears 5 times
"regarding" appears 5 times
"arbuthnot" appears 5 times
"lane" appears 5 times
"securing" appears 5 times
"alignment" appears 5 times
"asepsis" appears 5 times
"sepsis" appears 5 times
"specimens" appears 5 times
"existed" appears 5 times
"ligature" appears 5 times
"facilitates" appears 5 times
"painted" appears 5 times
"substitute" appears 5 times
"mortality" appears 5 times
"shafts" appears 5 times
"added" appears 5 times
"altogether" appears 5 times
"desire" appears 5 times
"trouble" appears 5 times
"govern" appears 5 times
"unstable" appears 5 times
"converted" appears 5 times
"depending" appears 5 times
"proximity" appears 5 times
"widest" appears 5 times
"ligamentous" appears 5 times
"soothing" appears 5 times
"douching" appears 5 times
"fulcrum" appears 5 times
"furnished" appears 5 times
"previous" appears 5 times
"coexist" appears 5 times
"lose" appears 5 times
"existing" appears 5 times
"simplest" appears 5 times
"accordance" appears 5 times
"obliterated" appears 5 times
"rules" appears 5 times
"exclusively" appears 5 times
"weakened" appears 5 times
"essentially" appears 5 times
"stool" appears 5 times
"manipulated" appears 5 times
"rotates" appears 5 times
"integrity" appears 5 times
"drooping" appears 5 times
"precautions" appears 5 times
"perfectly" appears 5 times
"steadied" appears 5 times
"field" appears 5 times
"reasons" appears 5 times
"obtaining" appears 5 times
"facet" appears 5 times
"exerts" appears 5 times
"figure" appears 5 times
"minor" appears 5 times
"allows" appears 5 times
"avulsed" appears 5 times
"disengaged" appears 5 times
"grasped" appears 5 times
"accompanying" appears 5 times
"morgan" appears 5 times
"manipulating" appears 5 times
"steel" appears 5 times
"nothing" appears 5 times
"fairly" appears 5 times
"recovering" appears 5 times
"resect" appears 5 times
"abduct" appears 5 times
"radiate" appears 5 times
"admits" appears 5 times
"scapular" appears 5 times
"sinks" appears 5 times
"unites" appears 5 times
"watson" appears 5 times
"whose" appears 5 times
"entails" appears 5 times
"isch" appears 5 times
"prolongation" appears 5 times
"changed" appears 5 times
"morning" appears 5 times
"feel" appears 5 times
"bad" appears 5 times
"oftener" appears 5 times
"carpo" appears 5 times
"mallet" appears 5 times
"dublin" appears 5 times
"flex" appears 5 times
"folding" appears 5 times
"lunate" appears 5 times
"comfort" appears 5 times
"unnecessary" appears 5 times
"establish" appears 5 times
"grasp" appears 5 times
"tubing" appears 5 times
"metacarpo" appears 5 times
"opinion" appears 5 times
"levered" appears 5 times
"voluntarily" appears 5 times
"suturing" appears 5 times
"coal" appears 5 times
"membranous" appears 5 times
"separating" appears 5 times
"crests" appears 5 times
"resume" appears 5 times
"expanded" appears 5 times
"ala" appears 5 times
"defecation" appears 5 times
"retinacular" appears 5 times
"highest" appears 5 times
"indicating" appears 5 times
"diminishes" appears 5 times
"crutch" appears 5 times
"splitting" appears 5 times
"marks" appears 5 times
"compensates" appears 5 times
"caution" appears 5 times
"pins" appears 5 times
"stirrup" appears 5 times
"twists" appears 5 times
"preferably" appears 5 times
"governing" appears 5 times
"interrupted" appears 5 times
"nail" appears 5 times
"seeks" appears 5 times
"laborious" appears 5 times
"lengthen" appears 5 times
"cap" appears 5 times
"broader" appears 5 times
"unattended" appears 5 times
"converse" appears 5 times
"taloid" appears 5 times
"resists" appears 5 times
"neglected" appears 5 times
"incapacity" appears 5 times
"subsided" appears 5 times
"metatarso" appears 5 times
"gravitate" appears 5 times
"testing" appears 5 times
"seed" appears 5 times
"implication" appears 5 times
"inject" appears 5 times
"bacilli" appears 5 times
"staphylococcal" appears 5 times
"bulk" appears 5 times
"throws" appears 5 times
"abolished" appears 5 times
"observing" appears 5 times
"amounting" appears 5 times
"unfavourable" appears 5 times
"aluminium" appears 5 times
"renewed" appears 5 times
"patten" appears 5 times
"responsible" appears 5 times
"murphy" appears 5 times
"collar" appears 5 times
"conducted" appears 5 times
"manifestation" appears 5 times
"hips" appears 5 times
"accumulate" appears 5 times
"variations" appears 5 times
"papillary" appears 5 times
"indolent" appears 5 times
"scars" appears 5 times
"neighbourhood" appears 5 times
"drug" appears 5 times
"introducing" appears 5 times
"arising" appears 5 times
"palsies" appears 5 times
"madelung" appears 5 times
"polydactylism" appears 5 times
"deficiencies" appears 5 times
"infantile" appears 5 times
"fellow" appears 5 times
"accepted" appears 5 times
"subside" appears 5 times
"stimuli" appears 5 times
"providing" appears 5 times
"redundant" appears 5 times
"hallucis" appears 5 times
"taught" appears 5 times
"improving" appears 5 times
"resected" appears 5 times
"country" appears 5 times
"narrowed" appears 5 times
"male" appears 5 times
"lorenz" appears 5 times
"guide" appears 5 times
"rheumatism" appears 5 times
"sinking" appears 5 times
"defects" appears 5 times
"law" appears 5 times
"delicate" appears 5 times
"bradford" appears 5 times
"displaces" appears 5 times
"attacked" appears 5 times
"controlled" appears 5 times
"heels" appears 5 times
"elasticity" appears 5 times
"bulging" appears 5 times
"blue" appears 5 times
"liver" appears 5 times
"claim" appears 5 times
"appendages" appears 5 times
"bell" appears 5 times
"assumption" appears 5 times
"radical" appears 5 times
"traverses" appears 5 times
"bleed" appears 5 times
"pulsate" appears 5 times
"collects" appears 5 times
"survive" appears 5 times
"pedicle" appears 5 times
"oblongata" appears 5 times
"cylinder" appears 5 times
"termination" appears 5 times
"rubro" appears 5 times
"axons" appears 5 times
"levels" appears 5 times
"conjugate" appears 5 times
"pontine" appears 5 times
"visual" appears 5 times
"written" appears 5 times
"co" appears 5 times
"relieving" appears 5 times
"ur" appears 5 times
"administered" appears 5 times
"diplococcus" appears 5 times
"intracellularis" appears 5 times
"detection" appears 5 times
"scattered" appears 5 times
"contre" appears 5 times
"coup" appears 5 times
"stokes" appears 5 times
"generalised" appears 5 times
"vital" appears 5 times
"von" appears 5 times
"cyanosed" appears 5 times
"cushing" appears 5 times
"cheeks" appears 5 times
"issue" appears 5 times
"vaso" appears 5 times
"irritating" appears 5 times
"bullets" appears 5 times
"trauma" appears 5 times
"apoplexy" appears 5 times
"washed" appears 5 times
"noisy" appears 5 times
"ligate" appears 5 times
"commences" appears 5 times
"packing" appears 5 times
"tobacco" appears 5 times
"accessible" appears 5 times
"blowing" appears 5 times
"divisions" appears 5 times
"bright" appears 5 times
"rongeur" appears 5 times
"encephalitis" appears 5 times
"engorged" appears 5 times
"nausea" appears 5 times
"sooner" appears 5 times
"sero" appears 5 times
"brown" appears 5 times
"localising" appears 5 times
"horsley" appears 5 times
"epistaxis" appears 5 times
"curative" appears 5 times
"ounce" appears 5 times
"inevitably" appears 5 times
"twelfth" appears 5 times
"suffered" appears 5 times
"sharply" appears 5 times
"remedies" appears 5 times
"inoperable" appears 5 times
"anosmia" appears 5 times
"supplies" appears 5 times
"gummas" appears 5 times
"iodide" appears 5 times
"crico" appears 5 times
"inspiration" appears 5 times
"coin" appears 5 times
"metastasis" appears 5 times
"distant" appears 5 times
"equina" appears 5 times
"priapism" appears 5 times
"dribbling" appears 5 times
"cystitis" appears 5 times
"mucus" appears 5 times
"broncho" appears 5 times
"anal" appears 5 times
"prevertebral" appears 5 times
"pillars" appears 5 times
"kyphotic" appears 5 times
"dimensions" appears 5 times
"membrana" appears 5 times
"ciliated" appears 5 times
"bifid" appears 5 times
"redness" appears 5 times
"phthisis" appears 5 times
"chancre" appears 5 times
"warty" appears 5 times
"chromic" appears 5 times
"salivation" appears 5 times
"worst" appears 5 times
"spray" appears 5 times
"carbolic" appears 5 times
"gag" appears 5 times
"gingivitis" appears 5 times
"polypus" appears 5 times
"canine" appears 5 times
"hemi" appears 5 times
"tie" appears 5 times
"ludovici" appears 5 times
"adrenalin" appears 5 times
"ducts" appears 5 times
"perceiving" appears 5 times
"mastoiditis" appears 5 times
"occluded" appears 5 times
"auricles" appears 5 times
"otitis" appears 5 times
"holder" appears 5 times
"pink" appears 5 times
"snare" appears 5 times
"rhinitis" appears 5 times
"curette" appears 5 times
"inspiratory" appears 5 times
"coughed" appears 5 times
"myx" appears 5 times
"thyreoidectomy" appears 5 times
"cardiospasm" appears 5 times
"coins" appears 5 times
"regurgitated" appears 5 times
"compliance" appears 5 times
"posted" appears 5 times
"owner" appears 5 times
"miles" appears 6 times
"online" appears 6 times
"royal" appears 6 times
"miller" appears 6 times
"steinmann" appears 6 times
"ambulant" appears 6 times
"syme" appears 6 times
"syringomyelia" appears 6 times
"burn" appears 6 times
"skeleton" appears 6 times
"rigidus" appears 6 times
"winged" appears 6 times
"trigger" appears 6 times
"pond" appears 6 times
"hydrencephalocele" appears 6 times
"simulating" appears 6 times
"hunch" appears 6 times
"klapp" appears 6 times
"exophthalmos" appears 6 times
"cancrum" appears 6 times
"rudimentary" appears 6 times
"myeloma" appears 6 times
"rhinophyma" appears 6 times
"exophthalmic" appears 6 times
"insufficient" appears 6 times
"satisfactorily" appears 6 times
"predisposing" appears 6 times
"gummata" appears 6 times
"examples" appears 6 times
"throwing" appears 6 times
"doubtless" appears 6 times
"powerful" appears 6 times
"newly" appears 6 times
"intervenes" appears 6 times
"detached" appears 6 times
"influenced" appears 6 times
"resulted" appears 6 times
"untreated" appears 6 times
"improve" appears 6 times
"adjusted" appears 6 times
"oil" appears 6 times
"average" appears 6 times
"cast" appears 6 times
"electric" appears 6 times
"reversed" appears 6 times
"accuracy" appears 6 times
"screen" appears 6 times
"radiograms" appears 6 times
"fourteen" appears 6 times
"suggestive" appears 6 times
"previously" appears 6 times
"regards" appears 6 times
"hold" appears 6 times
"rendering" appears 6 times
"accomplished" appears 6 times
"promoting" appears 6 times
"olive" appears 6 times
"wooden" appears 6 times
"plastic" appears 6 times
"impracticable" appears 6 times
"glass" appears 6 times
"prominences" appears 6 times
"thereby" appears 6 times
"closing" appears 6 times
"drain" appears 6 times
"check" appears 6 times
"wider" appears 6 times
"morbid" appears 6 times
"starting" appears 6 times
"regular" appears 6 times
"measure" appears 6 times
"reflected" appears 6 times
"projected" appears 6 times
"minute" appears 6 times
"discomfort" appears 6 times
"planes" appears 6 times
"constituent" appears 6 times
"ease" appears 6 times
"gained" appears 6 times
"trivial" appears 6 times
"track" appears 6 times
"lodged" appears 6 times
"gets" appears 6 times
"past" appears 6 times
"compared" appears 6 times
"numbness" appears 6 times
"whenever" appears 6 times
"laxity" appears 6 times
"route" appears 6 times
"compensate" appears 6 times
"outgrowths" appears 6 times
"observation" appears 6 times
"exhibits" appears 6 times
"pectoralis" appears 6 times
"major" appears 6 times
"recoil" appears 6 times
"football" appears 6 times
"extrinsic" appears 6 times
"cramp" appears 6 times
"contractions" appears 6 times
"morphin" appears 6 times
"ultimate" appears 6 times
"touches" appears 6 times
"indentation" appears 6 times
"allowing" appears 6 times
"slip" appears 6 times
"spontaneously" appears 6 times
"depth" appears 6 times
"broadened" appears 6 times
"recommend" appears 6 times
"successfully" appears 6 times
"stitching" appears 6 times
"lifting" appears 6 times
"say" appears 6 times
"evidenced" appears 6 times
"stitched" appears 6 times
"practically" appears 6 times
"dimple" appears 6 times
"divides" appears 6 times
"exact" appears 6 times
"chipped" appears 6 times
"eighteen" appears 6 times
"volkmann" appears 6 times
"expansion" appears 6 times
"fortnight" appears 6 times
"annandale" appears 6 times
"annular" appears 6 times
"mistake" appears 6 times
"elongation" appears 6 times
"encroach" appears 6 times
"continue" appears 6 times
"neither" appears 6 times
"conveniently" appears 6 times
"protecting" appears 6 times
"quarters" appears 6 times
"narrower" appears 6 times
"commoner" appears 6 times
"recommends" appears 6 times
"excise" appears 6 times
"employment" appears 6 times
"sesamoid" appears 6 times
"tenotomy" appears 6 times
"visceral" appears 6 times
"crushing" appears 6 times
"symphysis" appears 6 times
"lest" appears 6 times
"receive" appears 6 times
"poupart" appears 6 times
"gluteus" appears 6 times
"feeble" appears 6 times
"undergone" appears 6 times
"toxins" appears 6 times
"scarpa" appears 6 times
"contrast" appears 6 times
"crural" appears 6 times
"thorough" appears 6 times
"adductors" appears 6 times
"derangements" appears 6 times
"concave" appears 6 times
"opens" appears 6 times
"efficiently" appears 6 times
"repeatedly" appears 6 times
"notably" appears 6 times
"calls" appears 6 times
"governed" appears 6 times
"rectus" appears 6 times
"contra" appears 6 times
"suggests" appears 6 times
"talo" appears 6 times
"catgut" appears 6 times
"recognisable" appears 6 times
"cracking" appears 6 times
"cautery" appears 6 times
"earlier" appears 6 times
"commencing" appears 6 times
"real" appears 6 times
"practised" appears 6 times
"involuntary" appears 6 times
"since" appears 6 times
"perineum" appears 6 times
"sciatica" appears 6 times
"pair" appears 6 times
"occiput" appears 6 times
"remarkable" appears 6 times
"preliminary" appears 6 times
"occupy" appears 6 times
"sensitiveness" appears 6 times
"overgrowth" appears 6 times
"attain" appears 6 times
